Lab Data from MenloSensor
04/20/2015

Sunny day monitoring from about 12:26 PM on

Battery started mostly discharged 12:16 PM

No light flashing due to day/night program

Microcontroller always on at default 8Mhz ceramic resonator
  - No microcontroller power saving programmed as of yet

Radio on new power control program with radio power off after
250ms.

30 second update rate that automatically powers on the radio,
reads the sensors and sends the data update.

Need current measurements for:

  - In radio power off state

  - 70-85ma with radio powered on from previous testing

600ma hour single cell AA NiCD battery 1.25v

In the past can expect the device go shutoff when battery
gets below 0.90v
2015/04/20 16:59:44: 03EE.01B8.0209.0160.0000 battery 1.419V solar 1.681V 
2015/04/20 17:00:14: 03EE.01B9.020A.0161.0000 battery 1.423V solar 1.684V 
2015/04/20 17:00:44: 03EF.01B8.01FC.0160.0000 battery 1.419V solar 1.639V 
2015/04/20 17:01:14: 03EE.01B9.020A.0160.0000 battery 1.423V solar 1.684V 
2015/04/20 17:01:44: 03EF.01AF.01FE.0160.0000 battery 1.390V solar 1.645V 
2015/04/20 17:02:14: 03EE.01B9.020A.0159.0000 battery 1.423V solar 1.684V 
2015/04/20 17:02:44: 03ED.01AB.020A.015E.0000 battery 1.377V solar 1.684V 
2015/04/20 17:03:14: 03EF.01AC.01FC.0160.0000 battery 1.381V solar 1.639V 
2015/04/20 17:03:44: 03EF.01B8.0209.0160.0000 battery 1.419V solar 1.681V 
2015/04/20 17:04:14: 03EE.01B9.0209.0160.0000 battery 1.423V solar 1.681V 
2015/04/20 17:04:44: 03EE.01B9.020A.015F.0000 battery 1.423V solar 1.684V 
2015/04/20 17:05:14: 03EF.01B8.0209.0160.0000 battery 1.419V solar 1.681V 
2015/04/20 17:05:44: 03EE.01B9.0209.015B.0000 battery 1.423V solar 1.681V 
2015/04/20 17:06:14: 03EE.01B8.0209.0160.0000 battery 1.419V solar 1.681V 
2015/04/20 17:06:43: 03EF.01B9.0209.015F.0000 battery 1.423V solar 1.681V 
2015/04/20 17:07:13: 03EF.01B1.01FC.015F.0000 battery 1.397V solar 1.639V 
2015/04/20 17:07:43: 03EF.01B8.01FA.015F.0000 battery 1.419V solar 1.632V 
2015/04/20 17:08:13: 03EF.01B8.0209.0160.0000 battery 1.419V solar 1.681V 
2015/04/20 17:08:43: 03EE.01B9.0209.015B.0000 battery 1.423V solar 1.681V 
2015/04/20 17:09:13: 03EE.01B9.0209.0160.0000 battery 1.423V solar 1.681V 
2015/04/20 17:09:43: 03EF.01B4.0207.015F.0000 battery 1.406V solar 1.674V 
2015/04/20 17:10:13: 03EF.01B8.0208.015F.0000 battery 1.419V solar 1.677V 
2015/04/20 17:10:43: 03EF.01AC.0207.015F.0000 battery 1.381V solar 1.674V 
2015/04/20 17:11:13: 03EE.01B8.0208.015F.0000 battery 1.419V solar 1.677V 
2015/04/20 17:11:43: 03EF.01B8.0208.015F.0000 battery 1.419V solar 1.677V 
2015/04/20 17:12:13: 03EE.01B8.0208.015F.0000 battery 1.419V solar 1.677V 
2015/04/20 17:12:43: 03EF.01B7.0207.015F.0000 battery 1.416V solar 1.674V 
2015/04/20 17:13:13: 03EE.01B8.0208.015E.0000 battery 1.419V solar 1.677V 
2015/04/20 17:13:43: 03EF.01B8.0207.015F.0000 battery 1.419V solar 1.674V 
2015/04/20 17:14:13: 03EF.01B1.0207.015F.0000 battery 1.397V solar 1.674V 
2015/04/20 17:14:43: 03EE.01B8.0208.015F.0000 battery 1.419V solar 1.677V 
2015/04/20 17:15:13: 03EE.01B8.0208.015F.0000 battery 1.419V solar 1.677V 
2015/04/20 17:15:43: 03EF.01B7.01FB.015F.0000 battery 1.416V solar 1.635V 
2015/04/20 17:16:13: 03EF.01B7.0207.015F.0000 battery 1.416V solar 1.674V 
2015/04/20 17:16:43: 03ED.01B8.0208.0157.0000 battery 1.419V solar 1.677V 
2015/04/20 17:17:13: 03ED.01B0.0208.015F.0000 battery 1.394V solar 1.677V 
2015/04/20 17:17:43: 03ED.01B8.0208.015E.0000 battery 1.419V solar 1.677V 
2015/04/20 17:18:13: 03EF.01B5.0207.015F.0000 battery 1.410V solar 1.674V 
2015/04/20 17:18:43: 03EF.01B8.0208.015F.0000 battery 1.419V solar 1.677V 
2015/04/20 17:19:13: 03EF.01B2.01F9.015F.0000 battery 1.400V solar 1.629V 
2015/04/20 17:19:43: 03EF.01B4.01FD.015A.0000 battery 1.406V solar 1.642V 
2015/04/20 17:20:13: 03EE.01B8.0208.0159.0000 battery 1.419V solar 1.677V 
2015/04/20 17:20:43: 03EF.01B7.0207.015F.0000 battery 1.416V solar 1.674V 
2015/04/20 17:21:13: 03EF.01B8.0208.015F.0000 battery 1.419V solar 1.677V 
2015/04/20 17:21:42: 03EF.01B7.0207.015E.0000 battery 1.416V solar 1.674V 
2015/04/20 17:22:12: 03F0.01B5.0206.015E.0000 battery 1.410V solar 1.671V 
2015/04/20 17:22:42: 03EE.01B8.0207.015B.0000 battery 1.419V solar 1.674V 
2015/04/20 17:23:12: 03EF.01B7.0207.015E.0000 battery 1.416V solar 1.674V 
2015/04/20 17:23:42: 03EF.01B7.01FF.015E.0000 battery 1.416V solar 1.648V 
2015/04/20 17:24:12: 03EF.01B7.0207.015E.0000 battery 1.416V solar 1.674V 
2015/04/20 17:24:42: 03EF.01B7.0207.015F.0000 battery 1.416V solar 1.674V 
2015/04/20 17:25:12: 03EE.01B8.0207.015F.0000 battery 1.419V solar 1.674V 
2015/04/20 17:25:42: 03EF.01B8.0207.015E.0000 battery 1.419V solar 1.674V 
2015/04/20 17:26:12: 03EF.01B6.0201.015F.0000 battery 1.413V solar 1.655V 
2015/04/20 17:26:42: 03EF.01B8.0207.015D.0000 battery 1.419V solar 1.674V 
2015/04/20 17:27:12: 03EE.01B8.0207.015E.0000 battery 1.419V solar 1.674V 
2015/04/20 17:27:42: 03EF.01B8.0207.015B.0000 battery 1.419V solar 1.674V 
2015/04/20 17:28:12: 03EE.01B8.0207.0155.0000 battery 1.419V solar 1.674V 
2015/04/20 17:28:42: 03F0.01B7.0205.015E.0000 battery 1.416V solar 1.668V 
2015/04/20 17:29:12: 03EF.01B7.0206.015E.0000 battery 1.416V solar 1.671V 
2015/04/20 17:29:42: 03EF.01B3.01FC.015E.0000 battery 1.403V solar 1.639V 
2015/04/20 17:30:12: 03EE.01B7.0206.015D.0000 battery 1.416V solar 1.671V 
2015/04/20 17:30:42: 03EF.01B1.01FD.015E.0000 battery 1.397V solar 1.642V 
2015/04/20 17:31:12: 03EF.01B7.0203.015D.0000 battery 1.416V solar 1.661V 
2015/04/20 17:31:42: 03F0.01AE.0202.015D.0000 battery 1.387V solar 1.658V 
2015/04/20 17:32:12: 03F0.01B6.0205.015D.0000 battery 1.413V solar 1.668V 
2015/04/20 17:32:42: 03EE.01B6.0205.015D.0000 battery 1.413V solar 1.668V 
2015/04/20 17:33:12: 03EF.01B7.0205.0156.0000 battery 1.416V solar 1.668V 
2015/04/20 17:33:42: 03EF.01B7.0205.015D.0000 battery 1.416V solar 1.668V 
2015/04/20 17:34:12: 03EE.01B6.0205.015D.0000 battery 1.413V solar 1.668V 
2015/04/20 17:34:42: 03F0.01B6.0204.015D.0000 battery 1.413V solar 1.665V 
2015/04/20 17:35:12: 03EF.01B6.0204.015D.0000 battery 1.413V solar 1.665V 
2015/04/20 17:35:42: 03EF.01B7.0205.015D.0000 battery 1.416V solar 1.668V 
2015/04/20 17:36:12: 03EE.01B7.0205.0158.0000 battery 1.416V solar 1.668V 
2015/04/20 17:36:41: 03EF.01B6.0204.015D.0000 battery 1.413V solar 1.665V 
2015/04/20 17:37:11: 03EF.01B7.0205.015D.0000 battery 1.416V solar 1.668V 
2015/04/20 17:37:41: 03EF.01AB.0203.015D.0000 battery 1.377V solar 1.661V 
2015/04/20 17:38:11: 03EE.01B6.0205.015B.0000 battery 1.413V solar 1.668V 
2015/04/20 17:38:41: 03EE.01B6.0205.015D.0000 battery 1.413V solar 1.668V 
2015/04/20 17:39:11: 03EF.01B6.0205.0156.0000 battery 1.413V solar 1.668V 
2015/04/20 17:39:41: 03EE.01B6.0205.015D.0000 battery 1.413V solar 1.668V 
2015/04/20 17:40:11: 03EF.01B6.0205.015B.0000 battery 1.413V solar 1.668V 
2015/04/20 17:40:41: 03EF.01B6.0205.015D.0000 battery 1.413V solar 1.668V 
2015/04/20 17:41:11: 03EF.01B6.0204.015D.0000 battery 1.413V solar 1.665V 
2015/04/20 17:41:41: 03EF.01B6.0205.015D.0000 battery 1.413V solar 1.668V 
2015/04/20 17:42:11: 03EF.01AA.0202.015D.0000 battery 1.374V solar 1.658V 
2015/04/20 17:42:41: 03EF.01B6.01F9.015D.0000 battery 1.413V solar 1.629V 
2015/04/20 17:43:11: 03EF.01B6.0204.015D.0000 battery 1.413V solar 1.665V 
2015/04/20 17:43:41: 03EF.01B6.0205.0158.0000 battery 1.413V solar 1.668V 
2015/04/20 17:44:11: 03EF.01B6.0200.015C.0000 battery 1.413V solar 1.652V 
2015/04/20 17:44:41: 03EE.01B6.0204.0157.0000 battery 1.413V solar 1.665V 
2015/04/20 17:45:11: 03EF.01B6.0204.0156.0000 battery 1.413V solar 1.665V 
2015/04/20 17:45:41: 03EF.01B6.0204.015D.0000 battery 1.413V solar 1.665V 
2015/04/20 17:46:11: 03EF.01B5.0203.015D.0000 battery 1.410V solar 1.661V 
2015/04/20 17:46:41: 03F1.01B5.0202.015C.0000 battery 1.410V solar 1.658V 
2015/04/20 17:47:11: 03F0.01B5.0203.015D.0000 battery 1.410V solar 1.661V 
2015/04/20 17:47:41: 03EF.01B6.0203.015C.0000 battery 1.413V solar 1.661V 
2015/04/20 17:48:11: 03EE.01B5.0203.015C.0000 battery 1.410V solar 1.661V 
2015/04/20 17:48:41: 03F1.01B0.0202.015C.0000 battery 1.394V solar 1.658V 
2015/04/20 17:49:11: 03EF.01B5.0202.015C.0000 battery 1.410V solar 1.658V 
2015/04/20 17:49:41: 03ED.01B6.01F9.015B.0000 battery 1.413V solar 1.629V 
2015/04/20 17:50:11: 03EE.01B5.0203.0155.0000 battery 1.410V solar 1.661V 
2015/04/20 17:50:41: 03EF.01AA.01FD.015B.0000 battery 1.374V solar 1.642V 
2015/04/20 17:51:11: 03ED.01B4.0200.015B.0000 battery 1.406V solar 1.652V 
2015/04/20 17:51:41: 03EF.01B4.0202.015B.0000 battery 1.406V solar 1.658V 
2015/04/20 17:52:11: 03EF.01B2.01FC.015B.0000 battery 1.400V solar 1.639V 
2015/04/20 17:52:40: 03EE.01B5.0202.0157.0000 battery 1.410V solar 1.658V 
2015/04/20 17:53:10: 03EF.01B5.0201.015A.0000 battery 1.410V solar 1.655V 
2015/04/20 17:53:40: 03EF.01B5.0202.015B.0000 battery 1.410V solar 1.658V 
2015/04/20 17:54:10: 03EF.01B5.0202.015B.0000 battery 1.410V solar 1.658V 
2015/04/20 17:54:40: 03F1.01AA.01FC.015A.0000 battery 1.374V solar 1.639V 
2015/04/20 17:55:10: 03F0.01B4.0201.015B.0000 battery 1.406V solar 1.655V 
2015/04/20 17:55:40: 03F0.01B4.0201.015B.0000 battery 1.406V solar 1.655V 
2015/04/20 17:56:10: 03F0.01B4.0201.015B.0000 battery 1.406V solar 1.655V 
2015/04/20 17:56:40: 03EE.01B5.0201.015B.0000 battery 1.410V solar 1.655V 
2015/04/20 17:57:10: 03F1.01B4.0200.015B.0000 battery 1.406V solar 1.652V 
2015/04/20 17:57:40: 03EF.01B5.0200.015A.0000 battery 1.410V solar 1.652V 
2015/04/20 17:58:10: 03EF.01B5.01FB.015A.0000 battery 1.410V solar 1.635V 
2015/04/20 17:58:40: 03F0.01B4.0200.015B.0000 battery 1.406V solar 1.652V 
2015/04/20 17:59:10: 03EF.01B4.0201.015A.0000 battery 1.406V solar 1.655V 
2015/04/20 17:59:40: 03EF.01B4.0201.015A.0000 battery 1.406V solar 1.655V 
2015/04/20 18:00:10: 03F0.01B4.0200.015A.0000 battery 1.406V solar 1.652V 
2015/04/20 18:00:40: 03EF.01B4.01FC.015A.0000 battery 1.406V solar 1.639V 
2015/04/20 18:01:10: 03F1.01AE.0200.015A.0000 battery 1.387V solar 1.652V 
2015/04/20 18:01:40: 03F0.01B4.0200.015A.0000 battery 1.406V solar 1.652V 
2015/04/20 18:02:10: 03EE.01B4.0200.015A.0000 battery 1.406V solar 1.652V 
2015/04/20 18:02:40: 03EF.01B4.0200.015A.0000 battery 1.406V solar 1.652V 
2015/04/20 18:03:10: 03EE.01B4.0200.015A.0000 battery 1.406V solar 1.652V 
2015/04/20 18:03:40: 03F0.01B4.0200.0155.0000 battery 1.406V solar 1.652V 
2015/04/20 18:04:10: 03EF.01B4.0200.0151.0000 battery 1.406V solar 1.652V 
2015/04/20 18:04:40: 03EF.01AA.01FF.0159.0000 battery 1.374V solar 1.648V 
2015/04/20 18:05:10: 03EF.01B4.01F3.0159.0000 battery 1.406V solar 1.610V 
2015/04/20 18:05:40: 03EF.01B3.01FF.0152.0000 battery 1.403V solar 1.648V 
2015/04/20 18:06:10: 03EF.01AD.01F8.0159.0000 battery 1.384V solar 1.626V 
2015/04/20 18:06:40: 03EF.01B4.01FF.0152.0000 battery 1.406V solar 1.648V 
2015/04/20 18:07:10: 03EF.01B3.01FE.0159.0000 battery 1.403V solar 1.645V 
2015/04/20 18:07:40: 03EF.01B4.01F5.0158.0000 battery 1.406V solar 1.616V 
2015/04/20 18:08:39: 03EF.01A6.01FE.0159.0000 battery 1.361V solar 1.645V 

----

                     lite bat  slr  mois temp
2015/04/20 18:09:39: 03F1.01B3.01FE.0159.0000 battery 1.403V solar 1.645V 
2015/04/20 18:10:09: 03EF.01B3.01FE.0151.0000 battery 1.403V solar 1.645V 
2015/04/20 18:10:39: 03EF.01B2.01FD.0159.0000 battery 1.400V solar 1.642V 
2015/04/20 18:11:09: 03EF.01B3.01FE.0156.0000 battery 1.403V solar 1.645V 
2015/04/20 18:11:39: 03EF.01B2.01FD.0159.0000 battery 1.400V solar 1.642V 
2015/04/20 18:12:09: 03EF.01B3.01FE.0153.0000 battery 1.403V solar 1.645V 
2015/04/20 18:12:39: 03ED.01B3.01F2.0158.0000 battery 1.403V solar 1.606V 
2015/04/20 18:13:09: 03EF.01B3.01FE.0155.0000 battery 1.403V solar 1.645V 
2015/04/20 18:13:39: 03EF.01AD.01FD.0159.0000 battery 1.384V solar 1.642V 
2015/04/20 18:14:09: 03EE.01B3.01FE.0158.0000 battery 1.403V solar 1.645V 
2015/04/20 18:14:39: 03EF.01B2.01FD.0157.0000 battery 1.400V solar 1.642V 
2015/04/20 18:15:09: 03EF.01B2.01FD.0158.0000 battery 1.400V solar 1.642V 
2015/04/20 18:15:39: 03EE.01B3.01FE.0158.0000 battery 1.403V solar 1.645V 
2015/04/20 18:16:09: 03EE.01B3.01FD.0150.0000 battery 1.403V solar 1.642V 
2015/04/20 18:16:39: 03EC.01B3.01FD.0152.0000 battery 1.403V solar 1.642V 
2015/04/20 18:17:09: 03ED.01B2.01FC.0158.0000 battery 1.400V solar 1.639V 
2015/04/20 18:17:39: 03EA.01B3.01EF.0158.0000 battery 1.403V solar 1.597V 
2015/04/20 18:18:09: 03E9.01B3.01FD.0153.0000 battery 1.403V solar 1.642V 
2015/04/20 18:18:39: 03E8.01A9.01FD.0158.0000 battery 1.371V solar 1.642V 
2015/04/20 18:19:09: 03E6.01B3.01FD.014E.0000 battery 1.403V solar 1.642V 
2015/04/20 18:19:39: 03E8.01B1.01FD.0158.0000 battery 1.397V solar 1.642V 
2015/04/20 18:20:09: 03E6.01B2.01F0.0157.0000 battery 1.400V solar 1.600V 
2015/04/20 18:20:39: 03E6.01B2.01FD.0158.0000 battery 1.400V solar 1.642V 
2015/04/20 18:21:09: 03E6.01B2.01FD.0158.0000 battery 1.400V solar 1.642V 
2015/04/20 18:21:39: 03E4.01B2.01FD.0158.0000 battery 1.400V solar 1.642V 
2015/04/20 18:22:09: 03E4.01B2.01FD.0152.0000 battery 1.400V solar 1.642V 
2015/04/20 18:22:39: 03E2.01B2.01FD.0158.0000 battery 1.400V solar 1.642V 
2015/04/20 18:23:09: 03E1.01B2.01FC.0159.0000 battery 1.400V solar 1.639V 
2015/04/20 18:23:39: 03DF.01B2.01FD.0159.0000 battery 1.400V solar 1.642V 
2015/04/20 18:24:09: 03DE.01AA.01FC.0158.0000 battery 1.374V solar 1.639V 
2015/04/20 18:24:39: 03DD.01B2.01F3.0158.0000 battery 1.400V solar 1.610V 
2015/04/20 18:25:08: 03DF.01B0.01FD.0159.0000 battery 1.394V solar 1.642V 
2015/04/20 18:25:38: 03DE.01B2.01FD.0159.0000 battery 1.400V solar 1.642V 
2015/04/20 18:26:08: 03DE.01B2.01FD.0156.0000 battery 1.400V solar 1.642V 
2015/04/20 18:26:38: 03DE.01B2.01FD.0159.0000 battery 1.400V solar 1.642V 
2015/04/20 18:27:08: 03DD.01A8.01F2.0158.0000 battery 1.368V solar 1.606V 
2015/04/20 18:27:38: 03DE.01B2.01FD.0159.0000 battery 1.400V solar 1.642V 
2015/04/20 18:28:08: 03DE.01B2.01FD.0159.0000 battery 1.400V solar 1.642V 
2015/04/20 18:28:38: 03DE.01B1.01FD.0150.0000 battery 1.397V solar 1.642V 
2015/04/20 18:29:08: 03DD.01B2.01F5.0159.0000 battery 1.400V solar 1.616V 
2015/04/20 18:29:38: 03DF.01B1.01FD.0159.0000 battery 1.397V solar 1.642V 
2015/04/20 18:30:08: 03DF.01B1.01FD.0159.0000 battery 1.397V solar 1.642V 
2015/04/20 18:30:38: 03DE.01B2.01FD.0159.0000 battery 1.400V solar 1.642V 
2015/04/20 18:31:08: 03DD.01B2.01FD.0159.0000 battery 1.400V solar 1.642V 
2015/04/20 18:31:38: 03DD.01B2.01F0.0159.0000 battery 1.400V solar 1.600V 
2015/04/20 18:32:08: 03DD.01B2.01FE.015A.0000 battery 1.400V solar 1.645V 
2015/04/20 18:32:38: 03DE.01B2.01FE.015A.0000 battery 1.400V solar 1.645V 
2015/04/20 18:33:08: 03DE.01B1.01FD.015B.0000 battery 1.397V solar 1.642V 
2015/04/20 18:33:38: 03DE.01AD.01FD.015A.0000 battery 1.384V solar 1.642V 
2015/04/20 18:34:08: 03DE.01B1.01FD.015B.0000 battery 1.397V solar 1.642V 
2015/04/20 18:34:38: 03DE.01B0.01FD.015A.0000 battery 1.394V solar 1.642V 
2015/04/20 18:35:08: 03DD.01B2.01F1.015A.0000 battery 1.400V solar 1.603V 
2015/04/20 18:35:38: 03DE.01B1.01FD.015B.0000 battery 1.397V solar 1.642V 
2015/04/20 18:36:08: 03DE.01B1.01FD.015B.0000 battery 1.397V solar 1.642V 
2015/04/20 18:36:38: 03DE.01B1.01F4.015A.0000 battery 1.397V solar 1.613V 
2015/04/20 18:37:08: 03DD.01B1.01F4.0159.0000 battery 1.397V solar 1.613V 
2015/04/20 18:37:38: 03DF.01B0.01FA.0159.0000 battery 1.394V solar 1.632V 
2015/04/20 18:38:08: 03DE.01AF.01F4.0158.0000 battery 1.390V solar 1.613V 
2015/04/20 18:38:38: 03DE.01AE.01F7.0158.0000 battery 1.387V solar 1.623V 
2015/04/20 18:39:08: 03DE.01AE.01F8.014E.0000 battery 1.387V solar 1.626V 
2015/04/20 18:39:38: 03DE.01AD.01F6.0157.0000 battery 1.384V solar 1.619V 
2015/04/20 18:40:08: 03DC.01AD.01F5.0155.0000 battery 1.384V solar 1.616V 
2015/04/20 18:40:38: 03DC.01AD.01F4.0155.0000 battery 1.384V solar 1.613V 
2015/04/20 18:41:08: 03DD.01AC.01F3.0155.0000 battery 1.381V solar 1.610V 
2015/04/20 18:41:38: 03DD.01AB.01F2.0155.0000 battery 1.377V solar 1.606V 
2015/04/20 18:42:08: 03DE.01AB.01F2.014F.0000 battery 1.377V solar 1.606V 
2015/04/20 18:42:38: 03DD.01AC.01EF.0154.0000 battery 1.381V solar 1.597V 
2015/04/20 18:43:08: 03DC.01AC.01E4.0154.0000 battery 1.381V solar 1.561V 
2015/04/20 18:43:38: 03DC.01AB.01F3.0154.0000 battery 1.377V solar 1.610V 
2015/04/20 18:44:08: 03DE.01AB.01F2.0152.0000 battery 1.377V solar 1.606V 
2015/04/20 18:44:38: 03DD.01AB.01F2.0155.0000 battery 1.377V solar 1.606V 
2015/04/20 18:45:08: 03DE.01AB.01F2.0155.0000 battery 1.377V solar 1.606V 
2015/04/20 18:45:38: 03DC.01AB.01F3.0155.0000 battery 1.377V solar 1.610V 
2015/04/20 18:46:08: 03DC.01A7.01E5.0155.0000 battery 1.365V solar 1.565V 
2015/04/20 18:46:38: 03DC.01AB.01F3.0156.0000 battery 1.377V solar 1.610V 
2015/04/20 18:47:08: 03DB.01AB.01F2.0155.0000 battery 1.377V solar 1.606V 
2015/04/20 18:47:38: 03DC.01AB.01F3.0155.0000 battery 1.377V solar 1.610V 
2015/04/20 18:48:08: 03DB.01AB.01F2.0155.0000 battery 1.377V solar 1.606V 
2015/04/20 18:48:38: 03DB.01AB.01EE.0155.0000 battery 1.377V solar 1.594V 
2015/04/20 18:49:08: 03DA.01AB.01F3.0156.0000 battery 1.377V solar 1.610V 
2015/04/20 18:49:38: 03DB.01AB.01EA.0156.0000 battery 1.377V solar 1.581V 
2015/04/20 18:50:08: 03DB.019D.01F2.0156.0000 battery 1.332V solar 1.606V 
2015/04/20 18:50:38: 03DB.01AA.01E4.0157.0000 battery 1.374V solar 1.561V 
2015/04/20 18:51:08: 03DA.01AB.01F3.0157.0000 battery 1.377V solar 1.610V 
2015/04/20 18:51:38: 03DA.01AB.01F3.0155.0000 battery 1.377V solar 1.610V 
2015/04/20 18:52:08: 03D9.01A6.01EA.0157.0000 battery 1.361V solar 1.581V 
2015/04/20 18:52:38: 03DB.01A4.01F2.0157.0000 battery 1.355V solar 1.606V 
2015/04/20 18:53:08: 03DA.01AB.01F3.0152.0000 battery 1.377V solar 1.610V 
2015/04/20 18:53:38: 03D9.01A8.01F2.0158.0000 battery 1.368V solar 1.606V 
2015/04/20 18:54:08: 03DB.01AA.01F3.0159.0000 battery 1.374V solar 1.610V 
2015/04/20 18:54:38: 03DA.01AB.01F3.0159.0000 battery 1.377V solar 1.610V 
2015/04/20 18:55:08: 03DA.01AB.01F3.0151.0000 battery 1.377V solar 1.610V 
2015/04/20 18:55:38: 03DA.01AB.01F3.0159.0000 battery 1.377V solar 1.610V 
2015/04/20 18:56:08: 03DA.01A1.01F2.0159.0000 battery 1.345V solar 1.606V 
2015/04/20 18:56:38: 03D9.01AB.01F2.0159.0000 battery 1.377V solar 1.606V 
2015/04/20 18:57:08: 03D9.01A9.01F2.0159.0000 battery 1.371V solar 1.606V 
2015/04/20 18:57:38: 03DB.01AA.01F2.0159.0000 battery 1.374V solar 1.606V 
2015/04/20 18:58:08: 03D9.01A4.01F2.0159.0000 battery 1.355V solar 1.606V 
2015/04/20 18:58:38: 03D9.01AA.01F3.0158.0000 battery 1.374V solar 1.610V 
2015/04/20 18:59:08: 03D8.01AA.01F3.0151.0000 battery 1.374V solar 1.610V 
2015/04/20 18:59:38: 03D9.019E.01F2.0158.0000 battery 1.335V solar 1.606V 
2015/04/20 19:00:08: 03D9.01A9.01F2.0159.0000 battery 1.371V solar 1.606V 
2015/04/20 19:00:38: 03D7.01AA.01F3.0159.0000 battery 1.374V solar 1.610V 
2015/04/20 19:01:08: 03D8.01AA.01F3.0159.0000 battery 1.374V solar 1.610V 
2015/04/20 19:01:38: 03D8.01AA.01F3.0153.0000 battery 1.374V solar 1.610V 
2015/04/20 19:02:08: 03D8.01AA.01E8.0159.0000 battery 1.374V solar 1.574V 
2015/04/20 19:02:38: 03D9.01AA.01F3.015A.0000 battery 1.374V solar 1.610V 
2015/04/20 19:03:08: 03D9.01AA.01F2.015A.0000 battery 1.374V solar 1.606V 
2015/04/20 19:03:38: 03D6.01AA.01F2.0157.0000 battery 1.374V solar 1.606V 
2015/04/20 19:04:08: 03D7.01AA.01F1.0153.0000 battery 1.374V solar 1.603V 
2015/04/20 19:04:38: 03D6.01AA.01F1.0157.0000 battery 1.374V solar 1.603V 
2015/04/20 19:05:08: 03D7.01A9.01F1.0153.0000 battery 1.371V solar 1.603V 
2015/04/20 19:05:38: 03D6.01AA.01F2.0151.0000 battery 1.374V solar 1.606V 
2015/04/20 19:06:08: 03D8.01A9.01F2.015A.0000 battery 1.371V solar 1.606V 
2015/04/20 19:06:38: 03D7.01A6.01EC.0159.0000 battery 1.361V solar 1.587V 
2015/04/20 19:07:08: 03D8.01A9.01F2.015A.0000 battery 1.371V solar 1.606V 
2015/04/20 19:07:38: 03D7.01A3.01F2.015A.0000 battery 1.352V solar 1.606V 
2015/04/20 19:08:08: 03D7.01AA.01E9.015A.0000 battery 1.374V solar 1.577V 
2015/04/20 19:08:38: 03D8.01A9.01F2.015B.0000 battery 1.371V solar 1.606V 
2015/04/20 19:09:08: 03D6.01A9.01F2.0152.0000 battery 1.371V solar 1.606V 
2015/04/20 19:09:38: 03D8.01A9.01F2.015B.0000 battery 1.371V solar 1.606V 
2015/04/20 19:10:08: 03D6.01A9.01F2.015B.0000 battery 1.371V solar 1.606V 
2015/04/20 19:10:38: 03D6.01AA.01F2.015A.0000 battery 1.374V solar 1.606V 
2015/04/20 19:11:08: 03D6.01AA.01ED.015A.0000 battery 1.374V solar 1.590V 
2015/04/20 19:11:38: 03D6.01AA.01F2.015A.0000 battery 1.374V solar 1.606V 
2015/04/20 19:12:08: 03D5.01A0.01F1.015A.0000 battery 1.342V solar 1.603V 
2015/04/20 19:12:38: 03D6.01A9.01F2.015A.0000 battery 1.371V solar 1.606V 
2015/04/20 19:13:08: 03D6.01A1.01F1.015B.0000 battery 1.345V solar 1.603V 
2015/04/20 19:13:38: 03D6.01A9.01F2.0154.0000 battery 1.371V solar 1.606V 
2015/04/20 19:14:08: 03D6.01A9.01F2.015A.0000 battery 1.371V solar 1.606V 
2015/04/20 19:14:38: 03D6.01A9.01F2.0153.0000 battery 1.371V solar 1.606V 
2015/04/20 19:15:08: 03D6.01A9.01F1.0152.0000 battery 1.371V solar 1.603V 
2015/04/20 19:16:08: 03D6.01AA.01F2.015A.0000 battery 1.374V solar 1.606V 
2015/04/20 19:17:08: 03D6.01AA.01EA.0159.0000 battery 1.374V solar 1.581V 
2015/04/20 19:17:38: 03D7.01A9.01F1.015A.0000 battery 1.371V solar 1.603V 
2015/04/20 19:18:08: 03D6.01A9.01F1.015A.0000 battery 1.371V solar 1.603V 
2015/04/20 19:18:38: 03D6.01A9.01F1.0159.0000 battery 1.371V solar 1.603V 
2015/04/20 19:19:08: 03D7.01A8.01F0.015A.0000 battery 1.368V solar 1.600V 
2015/04/20 19:19:38: 03D6.01A9.01F0.0153.0000 battery 1.371V solar 1.600V 
2015/04/20 19:20:08: 03D7.01A8.01F0.0159.0000 battery 1.368V solar 1.600V 
2015/04/20 19:20:38: 03D4.01A9.01F0.0152.0000 battery 1.371V solar 1.600V 
2015/04/20 19:21:08: 03D4.01A9.01EF.0158.0000 battery 1.371V solar 1.597V 
2015/04/20 19:21:38: 03D3.01A8.01EF.014F.0000 battery 1.368V solar 1.597V 
2015/04/20 19:22:08: 03D1.01A9.01ED.0158.0000 battery 1.371V solar 1.590V 
2015/04/20 19:22:38: 03D1.01A8.01ED.0158.0000 battery 1.368V solar 1.590V 
2015/04/20 19:23:08: 03CF.01A7.01EC.0157.0000 battery 1.365V solar 1.587V 
2015/04/20 19:23:38: 03CA.01A8.01EB.0156.0000 battery 1.368V solar 1.584V 
2015/04/20 19:24:08: 03C9.01A8.01EA.0156.0000 battery 1.368V solar 1.581V 
2015/04/20 19:24:38: 03C6.01A8.01DC.0155.0000 battery 1.368V solar 1.535V 
2015/04/20 19:25:08: 03C6.01A8.01E9.0155.0000 battery 1.368V solar 1.577V 
